DATE,SOURCE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,CALL_SIGN,QUALITY_CONTROL,WND,CIG,VIS,TMP,DEW,SLP,AW1,REM
02-11T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0049,1","-0151,1","99999,9",,SYN042AAXX  11181 02602 45/// /0000 11049 21151;
02-11T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0077,1","-0122,1","99999,9",,SYN042AAXX  11211 02602 45/// /0000 11077 21122;
02-12T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0087,1","-0105,1","99999,9",,SYN042AAXX  12001 02602 45/// /0000 11087 21105;
02-12T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0069,1","-0098,1","99999,9",,SYN042AAXX  12031 02602 45/// /0000 11069 21098;
02-12T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0062,1","-0094,1","99999,9",,SYN042AAXX  12061 02602 45/// /0000 11062 21094;
02-12T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0053,1","-0088,1","99999,9",,SYN042AAXX  12091 02602 45/// /0000 11053 21088;
02-12T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0042,1","-0076,1","99999,9",,SYN042AAXX  12121 02602 45/// /0000 11042 21076;
02-12T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0036,1","-0046,1","99999,9",,SYN042AAXX  12151 02602 45/// /0000 11036 21046;
02-12T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0029,1","-0035,1","99999,9",,SYN042AAXX  12181 02602 45/// /0000 11029 21035;
02-12T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0020,1","-0026,1","99999,9",,SYN042AAXX  12211 02602 45/// /0000 11020 21026;
02-13T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","+0002,1","-0004,1","99999,9",,SYN042AAXX  13001 02602 45/// /0000 10002 21004;
02-13T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","+0006,1","+0000,1","99999,9",,SYN042AAXX  13031 02602 45/// /0000 10006 20000;
02-13T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0000,1","-0006,1","99999,9",,SYN042AAXX  13061 02602 45/// /3601 10000 21006;
02-13T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0002,1","-0008,1","99999,9",,SYN042AAXX  13091 02602 45/// /3602 11002 21008;
02-13T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0005,1","-0011,1","99999,9",,SYN042AAXX  13151 02602 45/// /3601 11005 21011;
02-13T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0010,1","-0016,1","99999,9",,SYN042AAXX  13181 02602 45/// /3601 11010 21016;
02-13T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0022,1","-0028,1","99999,9",,SYN042AAXX  13211 02602 45/// /0000 11022 21028;
02-14T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","+0003,1","-0003,1","99999,9",,SYN042AAXX  14001 02602 45/// /0000 10003 21003;
02-14T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0008,1","+0002,1","99999,9",,SYN042AAXX  14031 02602 45/// /3601 10008 20002;
02-14T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0017,1","+0011,1","99999,9",,SYN042AAXX  14061 02602 45/// /3601 10017 20011;
02-14T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0012,1","+0006,1","99999,9",,SYN042AAXX  14091 02602 45/// /3602 10012 20006;
02-14T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0001,1","-0007,1","99999,9",,SYN042AAXX  14121 02602 45/// /3602 11001 21007;
02-14T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"050,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0007,1","-0013,1","99999,9",,SYN042AAXX  14151 02602 45/// /0501 11007 21013;
02-14T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0007,1","-0013,1","99999,9",,SYN042AAXX  14181 02602 45/// /0000 11007 21013;
02-14T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0017,1","-0023,1","99999,9",,SYN042AAXX  14211 02602 45/// /3601 11017 21023;
02-15T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0035,1","-0042,1","99999,9",,SYN042AAXX  15001 02602 45/// /0000 11035 21042;
02-15T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0041,1","-0048,1","99999,9",,SYN042AAXX  15031 02602 45/// /0000 11041 21048;
02-15T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0040,1","-0047,1","99999,9",,SYN042AAXX  15061 02602 45/// /0000 11040 21047;
02-15T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","+0000,1","-0007,1","99999,9",,SYN042AAXX  15091 02602 45/// /0000 10000 21007;
02-15T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0032,1","+0014,1","99999,9",,SYN042AAXX  15121 02602 45/// /3601 10032 20014;
02-15T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0020,1","+0006,1","99999,9",,SYN042AAXX  15151 02602 45/// /3601 10020 20006;
02-15T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","+0004,1","-0002,1","99999,9",,SYN042AAXX  15181 02602 45/// /0000 10004 21002;
02-15T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","+0001,1","-0006,1","99999,9",,SYN042AAXX  15211 02602 45/// /0000 10001 21006;
02-16T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0016,1","-0023,1","99999,9",,SYN042AAXX  16001 02602 45/// /0000 11016 21023;
02-16T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0025,1","-0031,1","99999,9",,SYN042AAXX  16031 02602 45/// /0000 11025 21031;
02-16T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0026,1","-0033,1","99999,9",,SYN042AAXX  16061 02602 45/// /0000 11026 21033;
02-16T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0006,1","-0013,1","99999,9",,SYN042AAXX  16091 02602 45/// /0000 11006 21013;
02-16T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","+0001,1","-0006,1","99999,9",,SYN042AAXX  16151 02602 45/// /0000 10001 21006;
02-16T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","+0004,1","-0003,1","99999,9",,SYN042AAXX  16181 02602 45/// /0000 10004 21003;
02-16T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","+0006,1","-0001,1","99999,9",,SYN042AAXX  16211 02602 45/// /0000 10006 21001;
02-17T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","+0022,1","+0015,1","99999,9",,SYN042AAXX  17001 02602 45/// /0000 10022 20015;
02-17T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0024,1","+0017,1","99999,9",,SYN042AAXX  17031 02602 45/// /2301 10024 20017;
02-17T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"270,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0022,1","+0015,1","99999,9",,SYN042AAXX  17061 02602 45/// /2701 10022 20015;
02-17T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"270,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0023,1","+0016,1","99999,9",,SYN042AAXX  17091 02602 45/// /2701 10023 20016;
02-17T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"320,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0012,1","+0005,1","99999,9",,SYN042AAXX  17121 02602 45/// /3201 10012 20005;
02-17T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"320,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0016,1","+0009,1","99999,9",,SYN042AAXX  17151 02602 45/// /3201 10016 20009;
02-17T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"320,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0022,1","-0005,1","99999,9",,SYN042AAXX  17181 02602 45/// /3201 10022 21005;
02-17T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0020,1","-0002,1","99999,9",,SYN042AAXX  17211 02602 45/// /3601 10020 21002;
02-18T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0011,1","+0000,1","99999,9",,SYN042AAXX  18001 02602 45/// /3601 10011 20000;
02-18T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","+0001,1","-0011,1","99999,9",,SYN042AAXX  18031 02602 45/// /0000 10001 21011;
02-18T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0012,1","-0019,1","99999,9",,SYN042AAXX  18061 02602 45/// /0000 11012 21019;
02-18T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0005,1","-0019,1","99999,9",,SYN042AAXX  18091 02602 45/// /3602 10005 21019;
02-18T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0028,1","-0016,1","99999,9",,SYN042AAXX  18121 02602 45/// /3601 10028 21016;
02-18T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"050,1,N,0030,1","99999,9,9,N","999999,9,N,1","+0031,1","-0033,1","99999,9",,SYN042AAXX  18151 02602 45/// /0503 10031 21033;
02-18T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0030,1","99999,9,9,N","999999,9,N,1","+0005,1","-0039,1","99999,9",,SYN042AAXX  18181 02602 45/// /3603 10005 21039;
02-18T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0030,1","99999,9,9,N","999999,9,N,1","-0011,1","-0054,1","99999,9",,SYN042AAXX  18211 02602 45/// /3603 11011 21054;
02-19T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0032,1","-0045,1","99999,9",,SYN042AAXX  19001 02602 45/// /0000 11032 21045;
02-19T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0044,1","-0056,1","99999,9",,SYN042AAXX  19031 02602 45/// /0000 11044 21056;
02-19T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0054,1","-0065,1","99999,9",,SYN042AAXX  19061 02602 45/// /0000 11054 21065;
02-19T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0045,1","-0061,1","99999,9",,SYN042AAXX  19091 02602 45/// /0000 11045 21061;
02-19T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0013,1","-0064,1","99999,9",,SYN042AAXX  19121 02602 45/// /3602 11013 21064;
02-19T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0009,1","-0063,1","99999,9",,SYN042AAXX  19151 02602 45/// /3601 11009 21063;
02-19T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0041,1","-0052,1","99999,9",,SYN042AAXX  19181 02602 45/// /0000 11041 21052;
02-19T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0060,1","-0066,1","99999,9",,SYN042AAXX  19211 02602 45/// /0000 11060 21066;
02-20T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0072,1","-0080,1","99999,9",,SYN042AAXX  20001 02602 45/// /0000 11072 21080;
02-20T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0052,1","-0059,1","99999,9",,SYN042AAXX  20031 02602 45/// /0000 11052 21059;
02-20T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0061,1","-0065,1","99999,9",,SYN042AAXX  20061 02602 45/// /0000 11061 21065;
02-20T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0003,1","-0023,1","99999,9",,SYN042AAXX  20091 02602 45/// /1802 11003 21023;
02-20T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0029,1","-0076,1","99999,9",,SYN042AAXX  20121 02602 45/// /2301 10029 21076;
02-20T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","+0011,1","-0076,1","99999,9",,SYN042AAXX  20151 02602 45/// /0000 10011 21076;
02-20T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0018,1","-0033,1","99999,9",,SYN042AAXX  20181 02602 45/// /0000 11018 21033;
02-20T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0027,1","-0035,1","99999,9",,SYN042AAXX  20211 02602 45/// /0000 11027 21035;
02-21T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0037,1","-0069,1","99999,9",,SYN042AAXX  21001 02602 45/// /0000 11037 21069;
02-21T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0029,1","-0106,1","99999,9",,SYN042AAXX  21031 02602 45/// /0000 11029 21106;
02-21T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0029,1","-0070,1","99999,9",,SYN042AAXX  21061 02602 45/// /0000 11029 21070;
02-21T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0040,1","99999,9,9,N","999999,9,N,1","-0003,1","-0054,1","99999,9",,SYN042AAXX  21091 02602 45/// /1804 11003 21054;
02-21T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0037,1","-0086,1","99999,9",,SYN042AAXX  21151 02602 45/// /1801 10037 21086;
02-21T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0009,1","-0036,1","99999,9",,SYN042AAXX  21181 02602 45/// /0000 11009 21036;
02-21T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0019,1","-0045,1","99999,9",,SYN042AAXX  21211 02602 45/// /0000 11019 21045;
02-22T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0024,1","-0036,1","99999,9",,SYN042AAXX  22001 02602 45/// /0000 11024 21036;
02-22T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0032,1","-0039,1","99999,9",,SYN042AAXX  22031 02602 45/// /0000 11032 21039;
02-22T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0041,1","-0044,1","99999,9",,SYN042AAXX  22061 02602 45/// /0000 11041 21044;
02-22T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0009,1","-0018,1","99999,9",,SYN042AAXX  22091 02602 45/// /0000 11009 21018;
02-22T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0009,1","-0009,1","99999,9",,SYN042AAXX  22121 02602 45/// /2301 10009 21009;
02-22T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","+0003,1","-0001,1","99999,9","70,1",SYN048AAXX  22151 02602 47/// /0000 10003 21001 770//;
02-22T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0020,1","-0024,1","99999,9",,SYN042AAXX  22181 02602 45/// /0000 11020 21024;
02-22T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0054,1","-0059,1","99999,9",,SYN042AAXX  22211 02602 45/// /0000 11054 21059;
02-23T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0068,1","-0073,1","99999,9",,SYN042AAXX  23001 02602 45/// /0000 11068 21073;
02-23T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0024,1","-0049,1","99999,9",,SYN042AAXX  23091 02602 45/// /0000 11024 21049;
02-23T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0005,1","-0051,1","99999,9",,SYN042AAXX  23121 02602 45/// /3602 11005 21051;
02-23T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0013,1","-0058,1","99999,9",,SYN042AAXX  23151 02602 45/// /3601 11013 21058;
02-23T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0081,1","-0087,1","99999,9",,SYN042AAXX  2321  02602 45/// /0000 11081 21087;
02-24T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0054,1","-0059,1","99999,9",,SYN042AAXX  24031 02602 45/// /0000 11054 21059;
02-24T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0014,1","-0019,1","99999,9","70,1",SYN048AAXX  24091 02602 47/// /0000 11014 21019 770//;
02-24T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0001,1","-0005,1","99999,9","70,1",SYN048AAXX  24121 02602 47/// /0000 11001 21005 770//;
02-24T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0005,1","+0001,1","99999,9",,SYN042AAXX  24151 02602 45/// /2301 10005 20001;
02-24T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0003,1","-0007,1","99999,9",,SYN042AAXX  24181 02602 45/// /0000 11003 21007;
02-25T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0006,1","-0013,1","99999,9",,SYN042AAXX  25001 02602 45/// /1802 11006 21013;
02-25T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0007,1","-0014,1","99999,9",,SYN042AAXX  25031 02602 45/// /1802 11007 21014;
02-25T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0007,1","-0016,1","99999,9",,SYN042AAXX  25061 02602 45/// /2302 11007 21016;
02-25T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0005,1","-0018,1","99999,9",,SYN042AAXX  25091 02602 45/// /1801 11005 21018;
02-25T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0040,1","99999,9,9,N","999999,9,N,1","-0006,1","-0012,1","99999,9","70,1",SYN048AAXX  25151 02602 47/// /1804 11006 21012 770//;
02-25T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0030,1","99999,9,9,N","999999,9,N,1","-0008,1","-0013,1","99999,9","70,1",SYN048AAXX  25181 02602 47/// /1803 11008 21013 770//;
02-25T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0006,1","-0011,1","99999,9","61,1",SYN048AAXX  25211 02602 47/// /1802 11006 21011 740//;
02-26T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0003,1","-0008,1","99999,9",,SYN042AAXX  26001 02602 45/// /1802 11003 21008;
02-26T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0001,1","-0006,1","99999,9",,SYN042AAXX  26031 02602 45/// /0000 11001 21006;
02-26T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0000,1","-0005,1","99999,9",,SYN042AAXX  26061 02602 45/// /2301 10000 21005;
02-26T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","+0004,1","-0001,1","99999,9",,SYN042AAXX  2609  02602 45/// /0000 10004 21001;
02-26T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0009,1","+0004,1","99999,9","70,1",SYN048AAXX  26121 02602 47/// /2301 10009 20004 770//;
02-26T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0007,1","-0002,1","99999,9",,SYN042AAXX  26151 02602 45/// /1801 10007 21002;
